session_id,uri,title,description,language,speakers,start_time,end_time,room,type,tags
KRHHGQ,https://coscup.org/2025/sessions/KRHHGQ,OmegaT: Desktop translation platform app for professionals and FLOSS contributors,"Localization (L10N) is crucial for the project to introduce FLOSS applications to users. In recent days, generative AI service companies have provided AI-based translation; many FLOSS contributors may use it to localize the applications and manuals. OmegaT is a FLOSS desktop application to help translators using AI-based machine translations, glossary lookups, bi-language dictionary lookups, translation memory, team collaboration, and more on the desktop window with shortcut keys in the translation task.",English,QP7KLA,2025-08-09T13:40:00+08:00,2025-08-09T14:10:00+08:00,76,421,"language_en, difficulty_elementary"
KRTWYM,https://coscup.org/2025/sessions/KRTWYM,Nuances of running Ruby on Kubernetes,"It is not so difficult to “kubernetize” your application, but what’s next? There are so many subtle things to consider to make your application performant and reliable. Unfortunately, it is easy to make it wrong: a small change in resource limits can slow your application, a wrong container liveness check will make your app crash faster under heavy load, and even following containerization best practices can make your application less performant. Let's see why!",English,WPHKCW,2025-08-10T14:40:00+08:00,2025-08-10T15:10:00+08:00,75,438,"language_en, difficulty_intermediate"
KUFCSX,https://coscup.org/2025/sessions/KUFCSX,Postgresql 時間資料型態處理的一些探討,關於Postgresql 時間處理的一些技巧以及注意事項. 包含有時區處理的技巧以及誤區.與時間有關的Index.一些實用的自製函數. 當然還有一些有趣的實際案例.,Mandarin,LPWBDH,2025-08-09T13:50:00+08:00,2025-08-09T14:30:00+08:00,72,424,"language_zhtw, difficulty_intermediate"
KVTZHB,https://coscup.org/2025/sessions/KVTZHB,Joy with 3D Graphics Using Ruby,"In recent years, I think we've often seen works and presentations on the theme of creating 'sound' with Ruby. While audio processing is very enjoyable, graphic expression is equally attractive. In this session, I would like to share with everyone the joy of creating 3D graphics with Ruby. This session will introduce everything from the basics of 3D rendering using Ruby to practical application examples. Watching 3D objects spinning around is fun. Let's implement that in Ruby. I'll explain step by step so that even beginners can understand easily, and show you code that actually works. 3D graphics is an area that we may not often have the opportunity to explore, but with Ruby, we can create together while having fun. Let's experience the world of 3D graphics that we can play with starting tomorrow.",English,MTGUNX,2025-08-10T13:30:00+08:00,2025-08-10T14:00:00+08:00,75,438,"language_en, difficulty_intermediate"
KZBFAT,https://coscup.org/2025/sessions/KZBFAT,電信新世界：開放、雲原生、AI 怎麼翻轉網路、走向未來？,這次演講會帶大家一起看看： - 現在電信網路到底卡在哪？為什麼 5G 推了這麼久，好像感覺還是不夠力？Open RAN 聽起來很潮，但它真的是解藥嗎？光靠它能翻盤嗎？還有，那些又貴又花時間的傳統測試跟認證方式，有沒有可能被改變？ - 電信業準備怎麼「翻」？這裡面有幾個超關鍵的秘密武器，就是 **「開放」、「雲原生」跟「AI」**！ - 「開放」不只是 Open RAN 而已，連測試、標準、軟體都要「開源」給大家用。 - 「雲原生」也不是只有 Kubernetes 而已，電信有自己的玩法，而且它會是未來十年電信雲最重要的能力。我們會聊聊像是 Nephio 這種專門為電信設計的自動化框架。 - 「AI」更不是只拿來做做客服而已！它會深入網路的最底層，幫忙顧好網路、預測問題、甚至可能把基地台伺服器晚上沒在用的算力拿去跑 AI 賺錢！ - 什麼是那些「反直覺」但又很重要的事？你可能會聽到，像什麼「Cloud-native ≠ Kubernetes」、「光靠 Open RAN 救不了電信」、「電信資料要去識別化超難，但有個開源計畫正在挑戰」、「雲原生測試可以筆電就跑」、「把程式跟資料放在一起，不要資料到處搬」、還有「GPU 基地台晚上可以跑 AI 賺錢」這種，跟我們平常想的不太一樣，但資訊量超高的觀點。 總之，這場演講就是希望透過這些最新的資料，讓你看到電信網路未來可能的樣子，他們正怎麼利用開放、雲和 AI 這些力量，從硬體思維變成軟體優先，從人工操作變自動化，甚至走向「自主網路」跟未來的 6G。 如果你對電信技術的未來、雲端應用、AI 在各行各業的落地，或是想知道業界有哪些「反直覺」的真實狀況，都很歡迎來聽聽！保證讓你對電信網路的印象，直接大翻轉！,Mandarin,7MYTDY,2025-08-10T10:00:00+08:00,2025-08-10T10:30:00+08:00,71,429,"language_zhtw, difficulty_intermediate"
L9ETMP,https://coscup.org/2025/sessions/L9ETMP,探索 AMD SEV-SNP 在韌體層級的安全性,在開源社群的努力下，AMD SEV-SNP 的機密運算解決方案如今已進入成熟的階段。本場演講將從 OVMF 的韌體角度出發，說明它如何與 QEMU 和 Linux Kernel 整合，在虛擬化環境中實現記憶體加密，進而保護系統記憶體的安全。機密運算不僅提升虛擬化平台的信任基礎，也逐漸成為資料中心與雲端環境的重要安全防線。 本議程不限於 UEFI 開發者，對虛擬化、Linux 核心開發或資安有興趣的人員也適合參與。在這場分享中，參與者將了解 AMD SEV-SNP 如何在機密運算中保護虛擬機器，以及其在韌體層級帶來的潛在風險。,Mandarin,DLBWBK,2025-08-10T11:30:00+08:00,2025-08-10T12:00:00+08:00,93,411,"language_zhtw, difficulty_elementary"
LCQYRU,https://coscup.org/2025/sessions/LCQYRU,都2025了還在聊天機器人? 台灣SaaS服務在日本拓展的案例分享,以力科技成立於2018年，致力於為中小型企業提供簡單易上手的AI solution，透過技術解決資訊不對稱的問題。旗下品牌MantaGO對話式商務平台，以多渠道底層架構為基礎，整合5大社群平台如LINE、Messenger、Instagram、Google Business Chat及官網客服系統，提供市場完整的一站式商務服務，從偏鄉到國際徐郁涵帶領以力科技進軍日本逐步構建進軍海外市場的護城河。 本次演講我們請到了以利公司負責人Janice來分享在日本市場的經驗，Janice以「鄉村包圍城市」策略，選擇福岡作為進軍日本市場的起點，創造積極的創業環境和政府支持，更快地在當地建立根基，預計今年底將在福岡完成設立公司、進行市場拓展，也代表以力科技全球布局的里程碑之一。,Mandarin,HYQJNJ,2025-08-09T10:30:00+08:00,2025-08-09T11:20:00+08:00,89,422,"language_zhtw, difficulty_elementary"
LHXDZX,https://coscup.org/2025/sessions/LHXDZX,开源基金会如何推动开源与公益的结合,天工开物开源基金会通过开放协作与资源共享，将技术力量注入公益领域，推动教育、医疗、救灾、环保等社会议题的创新。基金会整合开发者、企业与公益组织资源，提供标准化支持与可持续生态，克服技术门槛与资金挑战，倡导“技术向善”。本次演讲将带来本基金会的一些实践与思考。,Mandarin,9R3NGQ,2025-08-09T15:20:00+08:00,2025-08-09T15:50:00+08:00,95,345,"language_zhtw, difficulty_elementary"
LLDLRE,https://coscup.org/2025/sessions/LLDLRE,採用微型機器學習技術的攀爬機器人進行即時結構缺陷檢測,近年來，微型機器學習（TinyML）領域的關注度大幅提升。儘管受到如此高度關注，但將其理論潛力轉化為工程領域實質性實際應用的情況仍然相當有限。關鍵基礎設施的結構檢測在人工執行時面臨重大安全挑戰，特別是在鋼結構的螺栓連接和外牆磁磚檢測方面。 本文提出一種創新方法，將TinyML與攀爬機器人整合，在資源受限的環境中實現自主、即時的結構缺陷檢測。本研究檢視兩個互補的案例研究：使用FOMO（更快物件，更多物件）演算法進行鋼結構螺栓缺陷視覺檢測的磁吸式攀爬機器人，以及採用基於CNN的聲學分析技術進行建築外牆磁磚缺陷檢測的真空吸附式攀爬機器人。 磁吸式機器人達到82%的準確率，推論時間僅需86毫秒，同時僅需最少的記憶體資源（0.072MB快閃記憶體，239.1KB RAM）。真空吸附式機器人通過聲學特徵分析，在區分缺陷與完好磁磚方面展現74.62%的準確率。兩項實作皆展示了TinyML在不同感測模式和結構檢測領域的多樣性應用能力。,Mandarin,QZB8JT,2025-08-10T13:40:00+08:00,2025-08-10T14:10:00+08:00,84,416,"language_zhtw, difficulty_elementary"
LQKJFY,https://coscup.org/2025/sessions/LQKJFY,KotlinConf 實地觀察：從技術趨勢到國際開源社群的現場筆記,你或許聽過、甚至使用過 Kotlin，但未必親身參加過這場屬於 Kotlin 開發者的國際技術盛會。KotlinConf 是全球最大的 Kotlin 實體開發者大會，匯聚來自世界各地的開發者、技術講師與 JetBrains 官方團隊，聚焦於語言演進、核心函式庫、工具鏈優化、跨平台實戰等多元主題。無論是初學者還是資深開發者，都能在現場掌握第一手技術趨勢，感受社群的蓬勃脈動。本場分享將從講者親身參與 KotlinConf 的角度出發，帶你走入會場現場，介紹議程內容、講師陣容、展區設計、開發者交流，以及社群文化等第一線觀察。同時也會分享如何在會中與國際開發者建立連結，並從交流中激發新的靈感。即使無法親臨現場，也能透過這場分享，深入體會國際開源社群的真實樣貌與魅力。,Mandarin,S3HPPG,2025-08-09T11:20:00+08:00,2025-08-09T11:50:00+08:00,95,415,"language_zhtw, difficulty_elementary"
LXZLYK,https://coscup.org/2025/sessions/LXZLYK,Incremental Migration of a Production React App to Svelte 5: A Practical Guide,"This presentation shares our team's real-world experience migrating a production React application to Svelte 5 incrementally, without disrupting ongoing development. We faced mounting performance issues in our graphic editor and needed a framework with fine-grained reactivity. Rather than a risky complete rewrite, we developed bidirectional integration patterns that allowed React and Svelte components to coexist and communicate. I'll demonstrate two key technical approaches: embedding Svelte 5 components within React applications and incorporating existing React components into new SvelteKit routes. Through code examples and performance comparisons, attendees will learn how to implement these patterns in their own projects, evaluate when migration makes business sense, and avoid common pitfalls we encountered. This talk is ideal for frontend developers and technical leaders considering framework migrations but concerned about the risks of a complete rewrite. You'll leave with practical strategies for incremental adoption that balance technical improvements with business continuity.",English,YLF8PE,2025-08-10T12:40:00+08:00,2025-08-10T13:10:00+08:00,78,439,"language_en, difficulty_advanced"
